Timestamp,Value
1609460470,39.02
1609460470,37.79077
1609460470,38.90929
1609460470,36.53933
1609460470,39.08625
1609460470,36.78706
1609460470,39.82889
1609460470,37.73263
1609460470,40.143
1609460470,38.23143
1609460470,40.58182
1609460470,38.81739
1609460470,40.8875
1609460470,39.252
1609460471,40.88731
1609460471,39.37296
1609460471,40.84143
1609460471,39.4331
1609460471,40.167
1609460471,38.87129
1609460471,38.59656
1609460471,38.83818
1609460471,37.89353
1609460471,39.23428
1609460471,38.14444
1609460471,39.52703
1609460471,38.48684
1609460471,39.67077
1609460471,38.679
1609460471,39.55829
1609460471,38.61643
1609460471,39.55302
1609460472,38.65409
1609460472,39.61222
1609460472,38.75109
1609460472,39.68021
1609460472,38.85354
1609460472,39.34082
1609460472,38.7204
1609460472,38.37843
1609460472,38.49596
1609460472,37.76962
1609460472,38.4837
1609460472,37.784
1609460472,38.55232
1609460472,37.87596
1609460472,38.7019
1609460472,38.04593
1609460472,38.60133
1609460472,37.96853
1609460472,38.57436
1609460473,37.96206
1609460473,38.32406
1609460473,37.93877
1609460473,37.7906
1609460473,38.29657
1609460473,37.73338
1609460473,38.45522
1609460473,37.90586
1609460473,38.60042
1609460473,38.06431
1609460473,38.69603
1609460473,38.17311
1609460473,38.5816
1609460473,38.07395
1609460473,38.35052
1609460473,38.54821
1609460473,38.3843
1609460473,38.75863
1609460474,39.04469
1609460474,38.63098
1609460474,38.39108
1609460474,38.81798
1609460474,38.36129
1609460474,38.8307
1609460474,38.38437
1609460474,38.85375
1609460474,38.41719
1609460474,38.96478
1609460474,38.53659
1609460474,38.88652
1609460474,38.46839
1609460474,38.51713
1609460474,38.59179
1609460474,38.30646
1609460474,38.7067
1609460474,38.31174
1609460474,38.63758
1609460475,38.2512
1609460475,38.3905
1609460475,38.3905
1609460475,38.3104
1609460475,38.3104
1609460475,38.2703
1609460475,38.2703
1609460475,38.1119
1609460475,38.4111
1609460475,37.8382
1609460475,38.5839
1609460475,37.9022
1609460475,38.6991
1609460475,38.4687
1609460475,38.872
1609460475,38.8384
1609460475,38.808
1609460475,38.808
1609460475,38.5423
1609460476,38.5423
1609460476,37.8573
1609460476,38.5758
1609460476,37.8044
1609460476,38.0188
1609460476,37.6971
1609460476,37.6971
1609460476,37.6827
1609460476,37.6827
1609460476,37.6235
1609460476,37.6235
1609460476,37.7579
1609460476,37.7579
1609460476,38.2332
1609460476,37.7675
1609460476,38.1003
1609460476,37.7786
1609460476,37.8842
1609460477,37.7657
1609460477,37.7657
1609460477,37.7753
1609460477,37.7753
1609460477,37.0456
1609460477,37.8233
1609460477,37.0344
1609460477,37.8922
1609460477,37.0745
1609460477,37.9099
1609460477,37.0857
1609460477,37.9339
1609460477,37.3066
1609460477,37.8171
1609460477,38.0652
1609460477,37.7211
1609460477,38.5597
1609460477,37.7964
1609460478,38.5565
1609460478,37.7484
1609460478,38.7742
1609460478,37.9164
1609460478,38.7069
1609460478,37.9932
1609460478,37.9932
1609460478,38.0556
1609460478,38.0556
1609460478,38.3053
1609460478,38.1725
1609460478,38.4766
1609460478,37.7597
1609460478,37.9485
1609460478,37.6252
1609460478,37.6252
1609460478,37.3819
1609460478,37.3819
1609460479,37.4715
1609460479,37.4715
1609460479,37.6508
1609460479,37.6508
1609460479,37.742
1609460479,37.2315
1609460479,37.3467
1609460479,37.2059
1609460479,36.7034
1609460479,36.8522
1609460479,37.4347
1609460479,36.6922
1609460479,37.4859
1609460479,36.6986
1609460479,37.63
1609460479,36.8331
1609460479,37.6028
1609460480,36.7258
1609460480,37.4267
1609460480,36.7194
1609460480,36.9834
1609460480,37.2218
1609460480,36.7657
1609460480,37.5323
1609460480,36.761
1609460480,37.4491
1609460480,36.7434
1609460480,37.5611
1609460480,37.3306
1609460480,37.3306
1609460480,37.1274
1609460480,37.1274
1609460480,36.4905
1609460480,37.1466
1609460480,36.5417
1609460481,36.945
1609460481,36.7498
1609460481,36.9323
1609460481,36.9323
1609460481,36.99
1609460481,36.99
1609460481,36.6827
1609460481,36.6827
1609460481,36.2474
1609460481,36.7947
1609460481,36.145
1609460481,36.8955
1609460481,36.7211
1609460481,36.4667
1609460481,36.8844
1609460481,36.67
1609460481,36.8716
1609460481,36.8716
1609460482,36.9117
1609460482,36.9117
1609460482,37.0558
1609460482,37.0558
1609460482,37.0174
1609460482,37.0174
1609460482,36.8142
1609460482,37.3263
1609460482,37.0607
1609460482,37.1967
1609460482,37.0911
1609460482,37.152
1609460482,37.152
1609460482,37.1456
1609460482,37.1456
1609460482,37.128
1609460482,36.896
1609460482,37.4129
1609460483,36.5551
1609460483,37.5073
1609460483,36.6719
1609460483,37.5377
1609460483,36.6895
1609460483,37.5281
1609460483,36.9344
1609460483,37.3217
1609460483,37.2209
1609460483,37.0832
1609460483,37.2336
1609460483,36.7231
1609460483,37.4688
1609460483,36.443
1609460483,37.2239
1609460483,36.4334
1609460483,37.3712
1609460483,37.7776
1609460484,37.4576
1609460484,37.4576
1609460484,37.4143
1609460484,37.4143
1609460484,37.752
1609460484,37.752
1609460484,38.4098
1609460484,37.8577
1609460484,38.6674
1609460484,38.0385
1609460484,38.5266
1609460484,38.0945
1609460484,38.2481
1609460484,38.2209
1609460484,38.2209
1609460484,38.3874
1609460484,38.3602
1609460484,38.8067
1609460484,38.2642
1609460485,38.8947
1609460485,38.6947
1609460485,38.1762
1609460485,38.9347
1609460485,38.141
1609460485,38.8883
1609460485,37.9569
1609460485,38.8019
1609460485,38.0322
1609460485,38.8772
1609460485,38.1763
1609460485,38.9284
1609460485,38.6644
1609460485,38.538
1609460485,39.0229
1609460485,38.2531
1609460485,38.978
1609460485,38.2899
1609460486,39.0916
1609460486,38.2739
1609460486,38.3283
1609460486,38.3283
1609460486,38.5731
1609460486,38.5731
1609460486,39.2261
1609460486,38.57
1609460486,39.3077
1609460486,38.6052
1609460486,39.1957
1609460486,38.2675
1609460486,38.5315
1609460486,38.3506
1609460486,38.3506
1609460486,38.4418
1609460486,38.4418
1609460486,38.9171
1609460487,38.3698
1609460487,39.3092
1609460487,38.5587
1609460487,39.3044
1609460487,38.8403
1609460487,38.9987
1609460487,38.9987
1609460487,38.8515
1609460487,38.8515
1609460487,38.2081
1609460487,38.9282
1609460487,38.0384
1609460487,38.8161
1609460487,38.1056
1609460487,39.0882
1609460487,38.5153
1609460487,38.9122
1609460487,38.7778
1609460488,38.7618
1609460488,38.7618
1609460488,38.5233
1609460488,39.0866
1609460488,38.5264
1609460488,39.2001
1609460488,39.2001
1609460488,39.5346
1609460488,39.0177
1609460488,39.8675
1609460488,38.9153
1609460488,39.733
1609460488,38.8672
1609460488,39.4961
1609460488,38.6575
1609460488,38.9087
1609460488,38.7118
1609460488,38.7118
1609460489,38.8623
1609460489,38.7119
1609460489,39.3729
1609460489,38.6272
1609460489,39.3921
1609460489,38.6112
1609460489,39.3649
1609460489,38.4271
1609460489,38.5584
1609460489,38.6192
1609460489,38.6192
1609460489,38.6241
1609460489,38.6241
1609460489,38.6321
1609460489,38.6321
1609460489,38.6401
1609460489,38.6401
1609460489,38.6401
1609460489,38.6401
1609460490,38.7489
1609460490,38.5728
1609460490,38.7392
1609460490,38.6575
1609460490,38.6575
1609460490,38.7039
1609460490,38.7039
1609460490,38.7007
1609460490,38.7007
1609460490,38.7311
1609460490,39.1279
1609460490,38.9455
1609460490,38.8911
1609460490,38.8911
1609460490,39.0352
1609460490,39.0352
